02	03	04	32	30	0299	27	inf
02	05	07	16	25	0946	34	inf		
02	05	07	20	27	0145	31	567.000000	566.94	567.00
02	05	07	24	27	0078	24	323.260000	323.23	323.26
02	06	04	28	18	0218	09	424.780000	424.77	424.78
02	06	05	20	10	0411	20	830.730000	830.73	830.73
02	06	05	24	25	0178	20	360.040000	360.03	360.04
02	07	04	32	01	0122	30	215.690000	215.66	215.69
02	07	10	32	10	0179	24	719.030000	718.99	719.03
02	08	03	08	08	0078	05	24.340000	24.33	24.34
02	08	13	12	06	0423	28	708.020000	708.00	708.02
02	08	15	32	18	0199	35	896.910000	896.81	896.91
02	09	04	28	37	0006	06	52.820000	52.81	52.82
02	09	09	12	01	0246	19	212.500000	212.47	212.50
02	09	11	08	30	0330	28	223.350000	223.32	223.35
02	09	18	16	28	0722	34	1491.360000	1491.30	1491.36
02	09	18	20	08	0121	19	329.960000	329.92	329.96
02	10	16	16	01	0540	25	1001.370000	1001.35	1001.37
02	10	19	12	36	0174	33	248.100000	248.03	248.10
02	12	23	12	31	0127	20	152.950000	152.93	152.95
02	13	08	04	36	0301	33	41.400000	41.40	41.40
02	14	02	04	18	0574	34	28.620000	28.60	28.62
02	14	18	32	25	0209	17	409.890000	409.89	409.89
02	14	22	20	34	0404	32	633.270000	633.13	633.27
02	14	28	16	38	0096	25	145.200000	145.13	145.20
02	15	03	04	14	0293	35	20.170000	20.14	20.17
02	15	04	20	27	0246	35	65.310000	65.27	65.31
02	15	13	12	22	0279	20	127.860000	127.86	127.84
02	15	16	32	25	0292	22	463.220000	463.19	463.22
02	15	28	32	29	0120	20	283.140000	283.14	283.14
02	17	10	04	09	0245	25	29.990000	29.97	29.99
02	17	17	28	11	0317	18	327.660000	327.62	327.66
02	17	20	12	20	0073	32	53.630000	53.57	53.63
02	17	26	20	04	0019	11	41.490000	41.48	41.49
02	18	05	20	21	0217	17	49.780000	49.76	49.78
02	18	28	32	18	0483	26	840.830000	840.80	840.83
02	18	34	08	22	0174	31	102.510000	102.49	102.51
02	19	08	20	28	0456	27	144.680000	144.62	144.68
02	19	14	12	23	0108	13	38.790000	38.79	38.78
02	19	21	16	12	0335	17	193.34	193.30	193.34
02	19	23	04	29	0740	34	157.660000	157.66	157.66
02	20	05	32	38	0142	26	65.900000	65.89	65.90
02	20	16	16	27	0025	06	20.820000	20.82	20.78
02	20	24	28	10	0150	28	174.700000	174.70	174.70
02	21	04	32	15	0171	28	84.490000	84.45	84.49
02	21	13	04	03	0061	05	9.300000	9.30	9.29
02	21	34	04	25	0585	32	129.960000	129.91	129.96
02	21	34	28	15	0619	33	869.530000	869.49	869.53
02	22	05	12	13	0143	11	18.610000	18.61	18.61
02	22	13	12	12	0574	30	137.830000	137.77	137.83
02	22	20	32	03	0065	04	58.450000	58.45	58.43
02	23	10	04	32	0079	25	9.380000	9.38	9.38
02	23	11	28	18	0585	26	252.840000	252.77	252.84
02	24	21	04	32	0062	19	10.140000	10.14	10.14
02	24	27	20	03	0768	30	575.060000	573.01	575.06
02	24	27	32	24	0296	18	323.710000	323.64	323.71
02	24	35	12	17	0420	33	230.930000	230.89	230.93
02	24	35	16	08	0218	18	142.750000	142.75	142.75
02	25	06	08	02	0139	10	165.990000	165.99	165.99
02	25	12	12	20	0208	13	32.930000	32.92	32.93
02	25	18	08	01	0031	23	25.200000	25.20	25.20
02	25	33	20	32	0017	06	30.050000	30.05	30.01
02	26	22	16	12	0022	09	21.210000	21.21	21.20
02	26	25	16	06	0577	31	239.370000	239.37	239.37
02	26	26	28	10	0026	19	30.610000	30.61	30.58
02	27	21	28	31	0633	28	331.010000	330.94	331.01
02	27	30	32	31	0466	27	421.680000	421.65	421.68
02	29	22	16	37	0266	26	74.300000	74.29	74.30
02	29	29	20	20	0064	15	45.840000	45.81	45.84
02	30	18	32	19	0361	29	174.300000	174.22	174.30
02	31	21	08	28	0133	22	18.130000	18.13	18.06
02	32	13	04	33	0298	31	14.590000	14.57	14.59
03	02	01	24	17	0613	32	2011.420000	2011.35	2011.42
03	03	05	32	31	0634	27	inf
03	03	07	08	10	0179	13	436.890000	436.89	436.89
03	04	08	12	13	0237	16	742.710000	742.64	742.71
03	05	11	32	30	0696	28	inf		
03	05	12	32	03	0518	35	inf
03	06	02	08	09	0254	35	73.310000	73.27	73.31
03	06	11	28	01	0778	32	inf
03	07	05	16	24	0038	32	101.230000	101.20	101.23
03	07	07	08	03	0247	14	117.550000	115.55	117.55
03	08	02	04	11	0594	33	48.410000	48.37	48.41
03	08	07	12	14	0103	24	63.510000	63.49	63.51
03	08	16	20	01	0384	26	803.690000	803.68	803.69
03	09	16	16	39	0525	27	984.680000	984.65	984.68
03	09	16	24	10	0206	23	430.660000	430.63	430.66
03	09	22	20	33	0549	27	1381.990000	1381.95	1381.99
03	10	07	32	32	0137	34	159.210000	159.20	159.21
03	10	08	12	14	0445	25	198.790000	198.78	198.79
03	10	17	28	16	0015	12	58.680000	58.68	58.67
03	12	16	08	23	0087	27	43.220000	43.21	43.22
03	12	18	24	11	0479	25	606.170000	606.17	606.15
03	13	24	16	38	0312	32	309.710000	309.61	309.71
03	13	30	24	36	0210	26	391.960000	391.96	391.95
03	13	30	32	17	0286	12	663.970000	663.97	663.96
03	14	09	08	06	0100	25	22.660000	22.66	22.66
03	14	22	20	28	0053	27	64.510000	64.49	64.51
03	14	28	16	34	0209	30	212.640000	212.59	212.64
03	14	31	24	17	0187	15	343.830000	343.83	343.82
03	14	33	08	24	0057	03	39.750000	39.75	39.75
03	14	34	04	17	0166	32	51.200000	51.20	51.16
03	15	14	24	18	0154	34	110.850000	110.84	110.85
03	15	32	20	06	0202	18	238.260000	238.25	238.26
03	16	05	12	07	0379	34	54.300000	54.26	54.30
03	16	08	28	15	0263	23	114.230000	114.21	114.23
03	16	15	16	01	0190	15	87.460000	87.44	87.46
03	16	18	12	26	0139	18	53.890000	53.89	53.87
03	16	21	20	05	0696	33	655.680000	655.62	655.68
03	16	21	28	26	0192	31	198.830000	198.83	198.83
03	17	20	04	03	0194	33	29.530000	29.53	29.53
03	17	23	32	10	0513	29	680.460000	680.42	680.46
03	17	35	12	15	0325	35	192.650000	192.62	192.65
03	18	06	12	19	0313	32	36.990000	36.96	36.99
03	18	08	24	16	0144	25	49.150000	49.14	49.15
03	18	21	24	06	0206	19	148.460000	148.46	148.27
03	18	21	32	02	0139	21	135.840000	135.12	135.84
03	18	32	24	12	0219	15	223.760000	223.76	223.76
03	18	33	08	10	0069	12	30.160000	30.16	30.15
03	18	35	20	35	0336	14	302.450000	302.41	302.45
03	19	04	12	29	0185	22	28.560000	28.56	28.56
03	19	25	28	28	0073	32	77.780000	77.77	77.78
03	19	32	20	15	0046	31	58.910000	58.91	58.90
03	20	15	04	30	0138	35	12.580000	12.56	12.58
