0011	06	28	24.780000
0016	05	12	9.560000
0022	12	32	25.760000
0022	18	32	30.880000
0024	10	32	20.090000
0024	19	32	29.430000
0025	15	08	18.930000
0026	25	20	22.330000
0027	03	08	11.210000
0028	20	12	12.020000
0030	24	16	13.830000
0032	30	20	25.830000
0033	08	08	10.860000
0035	22	28	24.470000
0035	30	20	28.560000
0036	35	04	14.950000
0038	03	20	23.790000
0038	28	08	15.040000
0039	35	24	39.790000
0040	18	08	13.320000
0040	29	04	14.960000
0041	17	16	17.340000
0045	31	32	40.000000
0047	18	08	12.890000
0047	25	16	24.660000
0047	30	04	14.360000
0047	32	20	31.340000
0049	04	08	11.880000
0049	22	08	12.560000
0050	18	20	24.350000
0052	07	12	19.580000
0052	08	20	24.990000
0052	28	08	10.500000
0053	20	16	19.920000
0053	33	32	49.870000
0054	25	24	28.720000
0055	26	04	8.950000
0056	17	08	10.970000
0058	05	20	27.320000
0060	02	12	21.690000
0060	13	20	26.580000
0062	15	12	16.840000
0063	05	08	12.280000
0063	06	20	22.030000
0063	35	28	43.620000
0064	04	20	30.720000
0064	08	04	10.280000
0064	14	08	13.540000
0066	08	24	29.850000
0070	10	24	23.390000
0070	19	16	22.220000
0070	23	20	27.890000
0071	30	12	19.400000
0072	16	16	23.860000
0075	08	08	12.270000
0076	30	32	41.340000
0077	05	12	17.790000
0079	09	28	40.760000
0079	22	04	10.550000
0080	18	20	28.020000
0081	19	08	14.790000
0081	31	12	19.890000
0084	18	16	26.420000
0086	04	24	32.690000
0086	29	04	11.280000
0087	14	28	44.230000
0091	04	08	14.860000
0092	24	24	38.260000
0092	34	04	11.610000
0093	23	04	11.820000
0093	25	20	31.890000
0093	33	28	40.870000
0097	15	28	27.450000
0097	16	04	11.660000
0101	06	24	50.730000
0103	24	28	47.470000
0103	34	04	11.630000
0104	15	20	21.940000
0104	35	08	19.620000
0105	19	16	17.810000
0106	15	16	33.850000
0107	31	20	33.480000
0108	33	16	36.290000
0109	20	04	11.780000
0110	26	04	12.390000
0112	34	24	26.840000
0115	12	04	13.540000
0115	18	08	18.000000
0115	35	20	22.130000
0118	24	28	50.110000
0119	34	32	53.760000
0120	04	12	23.040000
0120	14	04	9.650000
0121	22	04	8.980000
0121	22	12	24.720000
0121	30	12	18.320000
0124	31	04	13.060000
0125	06	04	10.340000
0127	32	24	45.800000
0128	25	20	36.880000
0128	27	04	12.140000
0131	19	28	59.550000
0132	14	08	12.900000
0133	15	16	37.610000
0133	20	24	52.490000
0134	16	04	16.400000
0135	32	08	20.430000
0137	06	20	44.410000
0139	15	32	62.100000
0144	18	24	51.770000
0145	28	28	28.280000
0145	31	04	14.600000
0147	23	12	28.160000
0149	14	16	35.810000
0149	19	04	14.610000
0151	16	08	27.100000
0151	31	04	13.420000
0152	16	20	24.130000
0154	28	28	30.840000
0155	21	32	77.580000
0155	26	32	64.600000
0155	31	24	48.510000
0157	19	16	35.630000
0157	21	04	14.930000
0157	33	32	69.200000
0159	32	12	30.750000
0161	09	04	10.660000
0161	22	24	26.330000
0163	12	08	25.720000
0167	28	16	41.720000
0169	12	20	27.050000
0169	16	28	32.860000
0171	29	24	25.340000
0172	17	24	56.770000
0172	26	20	55.730000
0173	10	12	43.960000
0175	24	04	15.800000
0176	33	20	51.650000
0177	13	04	10.140000
0177	28	20	55.500000
0179	15	04	9.750000
0179	17	12	37.080000
0181	10	28	41.110000
0182	30	32	79.730000
0183	21	16	40.190000
0190	08	04	10.760000
0190	23	08	26.210000
0191	13	04	10.150000
0193	16	20	25.330000
0194	23	28	85.470000
0197	24	24	65.320000
0201	08	24	46.690000
0201	20	16	23.320000
0201	28	32	74.840000
0203	19	08	28.480000
0203	25	28	32.470000
0203	33	20	59.850000
0204	09	28	50.020000
0208	14	20	65.870000
0211	18	24	79.060000
0211	27	20	11.580000
0213	20	08	28.400000
0216	07	24	55.120000
0218	17	12	22.230000
0218	27	20	69.120000
0219	34	08	13.630000
0220	10	28	47.500000
0220	18	24	87.080000
0222	09	32	143.910000
0223	21	32	102.340000
0225	14	12	53.320000
0225	21	32	88.100000
0226	22	24	33.440000
0231	18	32	40.600000
0231	24	04	18.580000
0233	25	32	87.420000
0233	35	32	35.770000
0234	08	08	18.280000
0235	15	08	14.890000
0237	35	12	42.270000
0245	15	20	80.970000
0245	18	20	86.130000
0245	34	32	122.720000
0247	21	24	86.950000
0249	27	28	107.580000
0250	10	24	48.710000
0250	31	24	30.660000
0253	13	24	37.970000
0253	34	16	48.010000
0255	28	12	21.450000
0256	13	32	135.780000
0256	35	04	19.930000
0258	17	16	22.770000
0259	21	20	78.860000
0260	14	32	137.890000
0260	18	08	8.900000
0262	09	24	52.350000
0262	30	08	29.210000
0263	25	16	67.590000
0264	28	04	17.910000
0265	16	12	21.700000
0266	12	32	146.550000
0266	26	08	15.970000
0267	14	28	130.210000
0267	15	08	16.220000
0269	17	04	10.180000
0270	13	20	34.290000
0270	18	28	40.880000
0270	30	08	37.840000
0270	31	28	93.590000
0274	15	12	63.350000
0275	12	24	54.370000
0278	29	12	19.020000
0278	30	20	81.580000
0280	34	28	34.760000
0281	28	20	26.500000
0282	19	20	29.490000
0283	16	16	26.640000
0286	14	32	55.250000
0288	28	08	37.230000
0289	12	20	37.200000
0290	14	28	73.010000
0290	35	16	inf
0293	24	20	98.020000
0294	11	32	67.810000
0295	14	24	40.450000
0295	17	28	151.610000
0296	27	16	24.370000
0296	32	16	26.670000
0297	22	28	117.450000
0299	11	04	11.890000
0300	20	32	62.390000
0302	21	08	39.040000
0302	24	04	23.670000
0304	19	28	41.250000
0305	12	08	19.110000
0305	32	20	92.950000
0307	22	08	39.540000
0308	12	04	11.900000
0309	16	28	49.060000
0311	17	28	45.680000
0312	11	04	14.220000
0315	12	16	35.910000
0316	35	08	40.460000
0319	30	32	55.810000
0321	29	28	41.350000
0327	15	04	11.410000
0330	21	04	12.100000
0330	35	28	136.830000
0334	13	24	49.720000
0335	16	24	40.940000
0335	20	32	52.890000
0335	22	12	66.870000
0335	32	24	93.900000
0339	32	08	43.580000
0345	21	24	39.470000
0347	33	28	112.010000
0350	20	20	40.360000
0356	34	28	110.520000
0357	30	24	101.630000
0358	16	12	70.860000
0358	25	04	23.430000
0363	35	32	126.300000
0367	30	12	68.520000
0368	24	28	45.510000
0370	30	12	64.900000
0371	13	32	76.240000
0372	20	24	143.790000
0372	34	16	72.800000
0374	19	12	74.800000
0375	18	20	39.940000
0375	20	24	136.570000
0375	26	28	49.050000
0376	25	08	21.670000
0378	16	24	52.550000
0378	24	16	28.410000
