0382	19	28	50.280000
0385	29	24	41.170000
0387	34	28	121.160000
0388	19	28	52.770000
0388	20	28	54.090000
0389	32	08	46.370000
0390	22	28	48.980000
0393	33	12	22.240000
0397	33	24	135.880000
0397	34	32	190.330000
0399	23	32	58.050000
0402	19	08	18.390000
0404	16	04	30.610000
0406	16	32	71.130000
0406	20	28	174.210000
0408	32	04	15.390000
0409	23	32	57.110000
0409	29	24	140.200000
0411	32	08	48.020000
0413	16	12	83.710000
0414	26	28	71.920000
0416	25	20	123.890000
0423	24	28	183.910000
0426	31	16	28.800000
0426	32	16	101.330000
0428	33	08	50.960000
0429	21	32	64.670000
0431	30	20	36.900000
0435	30	24	61.490000
0436	27	16	112.430000
0438	18	08	20.110000
0440	19	16	34.390000
0440	32	24	40.130000
0445	32	16	101.690000
0446	23	16	33.660000
0447	32	24	41.860000
0450	31	28	50.760000
0451	19	20	42.780000
0451	26	08	18.480000
0451	28	24	165.510000
0452	18	24	53.480000
0453	24	28	54.780000
0453	30	08	56.240000
0454	25	24	48.350000
0454	34	28	166.690000
0455	17	32	233.690000
0457	32	32	56.300000
0458	15	24	63.080000
0461	29	24	152.200000
0464	17	20	50.580000
0464	20	20	141.040000
0464	27	08	63.630000
0465	21	28	58.690000
0466	20	16	114.760000
0467	27	24	171.720000
0468	33	28	185.440000
0476	27	12	92.090000
0477	19	24	55.020000
0479	20	20	45.490000
0479	28	28	199.230000
0485	24	04	34.600000
0486	21	28	63.630000
0487	24	12	39.640000
0488	20	08	63.410000
0488	26	04	34.050000
0490	30	12	87.160000
0492	16	16	43.400000
0492	34	24	164.100000
0494	22	08	21.780000
0497	28	12	93.840000
0502	18	24	63.100000
0502	19	24	60.030000
0503	31	20	162.780000
0503	34	12	24.560000
0509	21	20	49.500000
0510	33	20	56.790000
0510	34	08	19.120000
0516	32	04	35.840000
0520	31	32	265.100000
0523	35	16	33.510000
0527	34	04	33.860000
0528	27	24	196.520000
0531	32	20	163.520000
0532	21	08	22.320000
0533	31	08	72.980000
0534	32	16	130.820000
0539	32	28	60.480000
0540	34	04	13.040000
0541	33	28	225.500000
0542	20	32	84.240000
0544	21	24	61.660000
0545	19	08	23.850000
0547	27	20	48.000000
0547	34	32	255.870000
0552	19	28	23.310000
0553	19	16	44.580000
0554	33	16	35.890000
0558	22	20	62.810000
0558	26	16	140.370000
0560	23	28	74.090000
0561	24	24	61.550000
0562	31	16	132.930000
0562	33	12	105.130000
0563	30	04	39.120000
0563	33	08	22.480000
0564	22	16	44.790000
0564	29	08	22.290000
0573	29	32	276.550000
0577	23	12	33.210000
0578	22	08	24.680000
0579	21	16	46.550000
0579	29	08	23.330000
0582	30	24	213.310000
0590	28	12	110.360000
0591	25	28	73.260000
0593	20	28	134.240000
0594	26	24	62.310000
0595	25	32	285.210000
0595	26	08	75.060000
0596	20	20	96.120000
0596	35	24	56.650000
0601	30	20	50.310000
0603	25	08	23.780000
0604	35	16	141.010000
0606	26	24	62.870000
0608	22	04	17.330000
0609	22	32	94.180000
0609	29	12	118.170000
0610	20	32	94.770000
0612	20	32	96.830000
0615	24	32	88.580000
0621	28	32	299.950000
0626	27	04	14.560000
0631	23	28	82.370000
0631	28	08	77.540000
0634	34	28	66.560000
0637	33	32	301.070000
0640	34	12	33.190000
0644	26	24	69.500000
0646	23	12	37.880000
0646	30	32	86.740000
0649	33	08	28.300000
0652	32	16	46.220000
0657	29	24	240.540000
0658	27	04	20.480000
0661	24	04	14.900000
0661	30	16	48.810000
0668	35	24	233.330000
0674	34	24	62.740000
0677	35	32	225.020000
0678	26	24	149.340000
0679	23	08	31.050000
0683	29	28	83.020000
0684	27	32	309.220000
0686	32	32	90.360000
0690	25	32	102.560000
0696	26	12	39.300000
0699	31	28	80.930000
0701	27	20	67.280000
0704	31	28	82.910000
0706	26	20	62.190000
0706	34	28	74.190000
0708	23	04	15.490000
0711	30	28	85.290000
0718	24	32	111.250000
0720	32	04	46.850000
0728	32	24	22.360000
0729	25	12	41.330000
0734	35	20	62.700000
0736	25	32	111.910000
0744	30	04	132.850000
0748	32	08	26.580000
0751	28	20	105.730000
0751	32	20	60.990000
0754	34	24	69.670000
0760	33	28	83.050000
0771	30	20	220.190000
0774	29	08	28.100000
0779	30	08	28.880000
0781	26	08	29.780000
0785	26	24	87.240000
0786	28	12	43.610000
0786	30	04	20.920000
0786	32	20	63.960000
0793	34	12	41.650000
0794	26	24	91.520000
0796	26	20	117.280000
0801	28	20	74.950000
0806	35	16	52.970000
0811	31	28	97.380000
0811	33	20	228.930000
0813	34	28	90.980000
0818	27	28	108.600000
0819	31	32	113.860000
0833	30	24	88.650000
0840	35	16	193.680000
0843	32	32	115.500000
0848	29	04	21.990000
0850	31	16	60.090000
0851	32	12	inf
0856	35	04	21.970000
0866	29	24	25.120000
0867	31	04	22.650000
0868	32	16	59.550000
0868	34	24	23.860000
0873	32	08	30.910000
0883	29	20	79.570000
0883	30	12	48.420000
0887	30	32	127.810000
0891	30	16	65.490000
0897	32	08	31.310000
0898	29	04	22.790000
0899	30	12	49.620000
0911	33	20	79.750000
0934	32	12	76.290000
0942	35	32	116.810000
0947	34	24	94.040000
0948	31	08	35.200000
0949	31	28	122.530000
0956	35	24	98.240000
0961	31	20	293.450000
0967	35	20	78.980000
1006	34	20	87.320000
1024	34	04	inf
