0006	03	2	0050	265.900000
0014	08	2	0150	54.630000
0014	12	4	0350	30.610000
0017	03	4	0400	25.160000
0017	10	2	0350	28.760000
0018	15	1	0150	51.900000
0022	12	4	0300	32.920000
0023	01	3	0200	25.320000
0023	12	1	0200	36.700000
0024	10	1	0200	34.120000
0025	08	1	0350	24.590000
0028	02	1	0250	27.990000
0028	10	1	0400	23.050000
0029	12	1	0050	94.120000
0030	16	4	0250	28.660000
0031	10	1	0300	26.050000
0031	19	3	0050	107.170000
0031	24	4	0150	44.260000
0033	21	2	0300	24.750000
0033	21	2	0400	23.690000
0033	33	4	0200	43.880000
0035	22	2	0150	45.800000
0035	30	3	0350	22.280000
0038	03	3	0150	29.210000
0038	22	1	0300	168.940000
0038	29	1	0050	108.890000
0038	35	1	0150	44.390000
0038	35	2	0350	21.790000
0040	16	2	0150	34.910000
0040	17	2	0100	46.730000
0042	02	3	0250	17.400000
0042	03	2	0350	19.930000
0043	22	4	0200	28.960000
0043	28	1	0150	37.300000
0043	35	2	0150	41.840000
0044	08	2	0250	22.820000
0044	11	2	0200	22.340000
0045	07	3	0250	25.130000
0045	26	1	0050	95.590000
0046	10	1	0200	27.780000
0047	30	4	0250	29.680000
0047	31	1	0350	25.390000
0049	03	2	0100	36.390000
0049	33	3	0250	24.280000
0051	22	2	0150	29.810000
0051	34	1	0050	85.760000
0057	16	4	0200	27.040000
0058	03	4	0100	34.240000
0059	26	3	0100	45.780000
0062	31	2	0300	27.050000
0064	18	4	0150	31.450000
0066	11	4	0050	75.490000
0072	16	3	0050	66.710000
0072	25	4	0400	19.090000
0072	26	3	0350	21.340000
0073	25	1	0050	72.870000
0073	31	4	0350	20.930000
0074	11	1	0400	20.630000
0074	19	1	0400	14.950000
0075	24	3	0150	29.580000
0078	04	4	0100	20.680000
0079	28	4	0250	23.690000
0083	27	2	0400	20.030000
0083	27	4	0250	21.490000
0083	30	3	0050	57.490000
0084	04	2	0100	22.740000
0085	24	4	0050	69.760000
0085	26	3	0050	68.430000
0087	23	3	0100	41.630000
0088	26	3	0350	20.260000
0089	13	1	0100	38.550000
0090	27	4	0150	27.470000
0091	12	1	0050	63.310000
0091	21	3	0050	36.800000
0092	18	1	0050	64.900000
0095	25	4	0150	28.710000
0095	30	2	0050	67.500000
0096	10	2	0400	16.740000
0096	30	3	0100	37.910000
0096	35	1	0050	64.630000
0098	15	1	0250	21.260000
0098	25	3	0200	24.290000
0099	12	2	0050	29.010000
0100	10	1	0100	36.120000
0101	27	1	0250	22.290000
0101	28	1	0300	23.420000
0102	06	4	0350	16.120000
0104	30	3	0250	20.550000
0105	19	3	0250	21.900000
0106	15	2	0300	20.560000
0106	16	2	0350	17.500000
0106	25	3	0150	28.880000
0106	33	2	0150	28.860000
0107	26	1	0200	23.330000
0111	05	3	0150	26.760000
0114	19	3	0100	35.160000
0114	21	1	0150	28.140000
0115	10	3	0250	20.120000
0115	20	1	0200	24.300000
0116	18	4	0350	18.420000
0117	07	2	0050	44.890000
0118	14	2	0300	21.500000
0122	07	2	0150	19.760000
0122	15	1	0350	16.940000
0122	31	4	0200	22.710000
0123	22	3	0400	17.150000
0126	09	3	0200	22.120000
0126	27	3	0400	16.280000
0132	09	3	0050	57.260000
0133	30	1	0300	18.670000
0135	15	1	0350	18.700000
0135	31	2	0400	17.620000
0137	08	3	0400	14.090000
0137	09	4	0050	41.940000
0137	19	3	0200	21.720000
0137	30	1	0350	17.170000
0138	07	4	0400	13.970000
0141	14	4	0100	35.750000
0141	34	2	0200	23.540000
0142	19	4	0100	34.210000
0144	22	1	0300	18.400000
0144	32	1	0200	24.720000
0145	20	3	0200	23.180000
0148	10	2	0400	14.950000
0148	25	3	0100	35.190000
0150	28	4	0150	27.060000
0152	25	1	0150	22.270000
0158	31	1	0350	18.290000
0159	18	2	0150	27.260000
0163	07	3	0100	19.640000
0163	30	3	0350	17.350000
0164	34	2	0150	26.640000
0167	18	2	0350	17.300000
0167	24	1	0100	37.010000
0168	18	2	0150	26.930000
0171	12	4	0250	19.100000
0171	28	1	0150	28.390000
0171	31	4	0350	17.640000
0171	35	1	0350	17.740000
0172	13	1	0250	21.840000
0172	24	2	0400	18.050000
0173	12	1	0400	14.650000
0173	30	2	0300	18.490000
0174	21	2	0150	27.410000
0174	29	2	0150	26.780000
0175	26	1	0100	36.680000
0179	22	2	0150	27.830000
0180	20	3	0350	14.060000
0181	12	4	0150	21.960000
0183	21	2	0250	19.170000
0183	26	1	0300	18.520000
0184	06	4	0150	28.710000
0184	12	3	0350	15.800000
0184	35	1	0350	17.260000
0184	35	2	0200	22.850000
0186	14	4	0200	23.720000
0187	33	4	0300	19.720000
0189	11	2	0200	18.310000
0190	19	1	0050	57.720000
0190	35	3	0300	17.750000
0194	25	4	0100	31.250000
0195	09	3	0350	13.670000
0197	08	1	0400	17.230000
0198	29	4	0100	33.820000
0199	21	4	0200	21.540000
0199	27	3	0400	16.960000
0199	30	3	0150	26.610000
0200	10	3	0350	15.770000
0200	28	2	0250	20.560000
0201	26	4	0300	18.330000
0202	24	3	0400	17.780000
0204	18	4	0200	18.110000
0204	33	2	0200	23.400000
0205	20	1	0100	34.190000
0205	22	2	0050	52.500000
0205	29	3	0250	20.390000
0206	34	2	0400	15.890000
0208	15	1	0300	16.300000
0208	25	2	0150	27.100000
0208	34	2	0050	56.940000
0210	14	3	0150	22.670000
0213	34	1	0350	17.950000
0214	21	4	0400	17.430000
0215	26	4	0400	17.680000
0215	33	3	0100	33.180000
0218	17	4	0100	34.610000
0219	17	3	0300	18.100000
0220	12	1	0050	40.410000
0221	13	1	0100	24.870000
0221	19	2	0100	32.840000
0221	27	3	0050	58.950000
0222	23	3	0150	29.760000
0223	30	1	0150	26.140000
0224	21	4	0150	27.400000
0225	19	3	0250	15.570000
0227	22	4	0400	17.680000
0229	18	4	0150	24.550000
0230	14	4	0300	17.040000
0230	18	1	0050	47.210000
0230	33	3	0050	53.310000
0232	30	4	0350	17.850000
0234	17	2	0250	18.370000
0234	21	1	0100	29.610000
0236	09	3	0400	15.750000
0238	28	3	0400	17.430000
0239	17	1	0050	43.480000
0245	18	1	0200	21.140000
0246	20	2	0100	33.770000
0247	15	3	0250	16.120000
0250	23	2	0100	35.820000
0252	32	1	0200	20.110000
0257	21	1	0150	22.340000
0262	17	3	0200	16.370000
0269	11	4	0100	37.430000
0269	16	2	0200	17.650000
0270	35	1	0400	16.810000
0271	09	3	0050	63.210000
0271	34	4	0350	18.010000
0272	11	3	0350	17.980000
0272	16	3	0250	16.210000
0273	24	1	0150	23.560000
0274	28	4	0100	31.380000
0278	18	1	0350	15.560000
0278	31	4	0350	17.460000
0280	23	2	0350	17.590000
0280	32	2	0150	26.590000
0281	28	1	0150	24.030000
0283	32	2	0250	21.610000
0284	20	3	0300	17.160000
0287	22	2	0100	28.550000
0289	15	2	0350	14.350000
0290	18	3	0050	inf
0290	28	4	0100	33.950000
0295	11	4	0400	17.670000
0295	20	3	0200	21.840000
0296	29	1	0200	22.940000
0297	14	2	0050	22.620000
0297	20	2	0200	20.200000
0297	21	2	0100	29.430000
0298	31	4	0100	35.320000
0300	10	4	0400	16.900000
0301	18	1	0300	14.340000
0303	20	1	0250	18.640000
0303	20	3	0400	14.550000
0303	25	3	0300	17.400000
0308	15	1	0400	15.240000
0309	17	4	0250	15.560000
0312	24	4	0350	16.590000
0313	15	4	0400	16.630000
0315	13	1	0400	17.910000
0315	20	4	0300	17.820000
0318	20	2	0200	15.960000
0319	31	1	0200	18.750000
0320	13	2	0100	38.210000
0320	33	2	0400	16.910000
0321	32	4	0050	56.650000
0324	16	3	0400	13.390000
0330	22	1	0050	32.760000
0331	15	2	0050	26.920000
0334	31	1	0150	23.380000
0338	26	2	0200	21.200000
0340	23	1	0300	18.830000
0340	31	2	0250	19.690000
0341	14	3	0300	19.370000
0342	29	3	0150	26.010000
0342	32	4	0050	59.080000
0342	34	1	0150	20.360000
0343	33	2	0050	56.480000
0344	18	3	0400	15.910000
0345	30	1	0300	14.050000
0345	32	3	0350	16.820000
0349	22	2	0350	17.030000
0357	27	4	0150	19.880000
0358	33	1	0300	20.260000
0360	17	1	0300	14.970000
0360	35	2	0200	19.240000
0361	34	4	0250	18.720000
0364	31	3	0100	29.380000
0364	35	3	0300	17.290000
