35	15	486	18	512	500	160.69	160.69	133.23	120.73	126.18
35	21	375	24	512	500	158.73	158.73	137.69	126.66	131.45
35	29	143	6	512	500	145.15	145.15	137.51	125.33	126.51
35	34	131	22	512	500	155.07	155.07	147.49	136.15	136.20
36	5	123	31	512	500	123.22	123.22	121.82	109.20	109.92
36	5	367	24	512	500	133.77	133.77	128.52	115.83	122.06
36	7	63	7	512	500	124.97	124.97	124.48	111.89	112.02
36	13	262	19	512	500	134.25	134.25	127.37	115.79	122.64
36	15	157	6	512	500	129.45	129.45	126.53	112.90	115.08
36	21	142	21	512	500	142.93	142.93	140.14	127.79	129.38
36	34	185	23	512	500	141.79	141.79	137.02	124.89	127.61
37	6	34	8	512	500	131.21	130.87	131.21	119.59	118.26
37	10	339	25	512	500	148.68	148.68	133.45	126.28	131.50
37	13	88	29	512	500	142.36	142.36	138.61	128.25	126.99
37	20	218	9	512	500	158.50	158.50	146.74	134.87	136.89
37	24	367	26	512	500	172.14	172.14	150.82	141.56	146.35
37	28	245	26	512	500	167.38	167.38	153.61	143.54	144.22
37	30	54	7	512	500	158.42	158.42	156.32	144.28	143.54
37	35	64	35	512	500	167.11	167.11	164.35	153.70	151.55
38	8	109	17	512	500	130.30	130.30	126.67	114.97	114.43
38	10	309	25	512	500	138.93	138.93	124.06	115.87	120.29
39	13	328	35	512	500	141.59	141.59	123.41	114.86	119.93
39	14	193	29	512	500	132.64	132.64	122.68	113.16	113.96
39	15	234	25	512	500	134.26	134.26	122.11	112.51	112.48
39	17	81	15	512	500	127.77	127.77	123.65	112.78	111.61
39	24	129	6	512	500	139.43	139.43	132.53	120.89	121.87
39	27	113	20	512	500	141.66	141.66	135.75	125.00	123.68
39	29	49	19	512	500	140.76	140.76	138.89	127.53	125.69
39	32	482	21	512	500	171.29	171.29	143.13	132.08	136.76
40	4	7	6	512	500	110.99	110.47	110.99	91.48	90.32
40	8	197	34	512	500	116.81	116.81	112.22	99.03	101.54
40	12	480	30	512	500	130.27	130.27	118.92	105.23	111.55
40	20	349	34	512	500	133.66	133.66	120.07	109.03	114.81
40	20	508	34	512	500	137.08	137.08	119.81	108.38	114.34
40	21	436	17	512	500	135.71	135.71	120.25	107.86	114.44
40	32	329	30	512	500	135.11	135.11	121.71	110.22	116.58
41	5	239	24	512	500	129.65	129.65	122.30	112.31	112.73
41	21	56	17	512	500	141.10	141.10	138.25	127.13	125.60
41	23	105	25	512	500	145.77	145.77	140.90	132.48	130.88
41	35	223	12	512	500	162.58	162.58	150.74	139.89	141.46
42	3	109	26	512	500	111.09	111.09	109.82	87.14	87.71
42	4	72	11	512	500	110.01	110.01	109.31	89.55	89.12
42	15	254	27	512	500	123.18	123.18	116.26	98.53	100.85
42	20	182	28	512	500	122.74	122.74	116.54	105.18	107.01
43	5	55	22	512	500	116.31	116.31	115.29	104.35	102.53
43	9	12	11	512	500	120.04	119.20	120.04	107.52	105.79
43	15	351	16	512	500	141.84	141.84	122.56	115.21	120.17
43	18	453	29	512	500	149.26	149.26	124.44	115.54	119.40
43	19	197	32	512	500	140.61	140.61	130.21	123.56	123.19
43	22	264	32	512	500	149.19	149.19	131.74	129.36	132.96
43	27	58	30	512	500	143.97	143.97	141.87	131.39	129.10
43	35	304	25	512	500	161.50	161.50	144.67	138.16	142.88
44	5	239	20	512	500	113.75	113.75	109.83	90.03	92.41
44	15	338	35	512	500	124.54	124.54	112.80	95.36	101.16
44	19	226	30	512	500	120.10	120.10	112.65	101.41	103.11
44	20	57	31	512	500	120.80	120.80	119.58	105.48	105.01
44	29	122	17	512	500	117.88	117.88	114.67	103.49	103.84
45	7	110	24	512	500	113.18	113.18	111.93	94.64	95.16
45	15	191	17	512	500	113.81	113.81	109.59	96.85	99.53
45	26	97	9	512	500	116.51	116.51	114.79	103.26	103.69
45	27	429	30	512	500	126.49	126.49	116.26	104.67	111.13
45	29	414	17	512	500	130.78	130.78	121.07	109.26	116.29
45	32	308	22	512	500	126.62	126.62	117.48	105.80	112.08
46	16	241	28	512	500	127.16	127.16	114.23	100.55	100.58
46	17	53	3	512	500	113.63	113.63	111.77	99.52	98.89
46	25	62	19	512	500	124.57	124.57	121.73	113.11	110.21
46	31	45	20	512	500	128.05	128.05	126.71	116.40	113.85
46	31	282	31	512	500	142.51	142.51	126.97	119.92	124.00
47	8	30	9	512	500	116.46	116.45	116.46	101.48	100.00
47	9	227	15	512	500	125.51	125.51	116.91	100.74	101.71
47	13	275	14	512	500	130.69	130.69	116.23	111.66	115.54
47	24	254	25	512	500	141.96	141.96	125.63	115.67	116.13
47	27	101	21	512	500	140.02	140.02	134.86	122.95	122.62
47	34	316	33	512	500	161.15	161.15	143.72	138.32	142.55
48	11	248	31	512	500	110.37	110.37	106.30	87.54	89.93
48	24	407	25	512	500	128.92	128.92	116.94	100.50	106.66
48	26	233	18	512	500	116.85	116.85	111.97	94.93	97.38
48	28	384	15	512	500	122.38	122.38	112.04	98.20	105.02
49	7	398	28	512	500	128.68	128.68	113.42	88.12	92.15
49	12	454	33	512	500	148.06	148.06	124.84	98.28	101.47
49	13	506	34	512	500	147.55	147.55	117.80	94.03	96.94
49	14	49	17	512	500	116.63	116.63	115.24	90.94	88.60
49	16	366	23	512	500	136.08	136.08	114.27	91.16	94.62
49	19	333	35	512	500	130.25	130.25	110.59	95.85	99.98
49	23	71	27	512	500	118.13	118.13	114.91	96.97	94.45
49	33	435	22	512	500	143.34	143.34	118.90	103.39	107.24
50	2	37	14	512	500	111.86	111.71	111.86	74.44	72.75
50	9	37	11	512	500	116.97	116.97	116.96	90.74	89.48
50	32	496	32	512	500	132.82	132.82	115.74	95.21	100.74
51	17	419	30	512	500	137.95	137.95	114.81	97.17	100.51
51	19	308	32	512	500	137.42	137.42	119.09	103.22	105.80
51	23	299	35	512	500	134.59	134.59	116.00	108.05	110.98
51	33	326	23	512	500	139.58	139.58	117.69	106.27	110.29
52	7	23	20	512	500	110.53	110.23	110.53	82.38	80.04
52	7	139	24	512	500	110.28	110.28	107.85	82.94	83.02
52	7	433	28	512	500	128.04	128.04	118.82	87.45	92.82
52	14	193	17	512	500	119.94	119.94	113.25	85.89	88.00
52	15	14	1	512	500	114.26	111.19	114.26	85.54	84.03
52	24	16	14	512	500	113.29	112.96	113.29	94.54	93.04
52	29	206	13	512	500	122.85	122.85	113.99	98.49	100.81
52	33	380	22	512	500	126.12	126.12	111.76	96.53	101.83
52	34	206	18	512	500	118.34	118.34	111.98	95.84	97.97
52	34	231	13	512	500	120.09	120.09	113.37	94.79	97.04
53	15	79	30	512	500	116.82	116.82	113.80	99.65	97.37
53	18	42	33	512	500	122.01	122.01	120.49	101.26	98.79
53	20	103	21	512	500	122.79	122.79	117.29	110.20	108.46
53	27	119	27	512	500	126.98	126.98	120.14	110.95	108.39
53	29	60	8	512	500	124.72	124.72	122.32	109.46	107.95
53	29	460	28	512	500	154.16	154.16	122.31	114.72	117.43
53	30	108	7	512	500	128.21	128.21	122.17	112.14	111.90
53	30	371	15	512	500	147.56	147.56	124.23	118.46	122.67
54	11	117	10	512	500	105.66	105.66	104.08	82.40	82.97
54	12	439	33	512	500	122.55	122.55	115.13	88.77	94.80
54	29	381	16	512	500	122.25	122.25	111.50	89.36	96.07
54	34	155	11	512	500	111.62	111.62	108.43	90.36	92.02
54	34	409	28	512	500	120.35	120.35	110.45	91.77	97.99
55	9	142	22	512	500	118.20	118.20	113.17	81.29	79.92
55	15	291	35	512	500	126.50	126.50	110.95	85.40	89.11
55	16	198	10	512	500	122.23	122.23	111.90	84.26	85.21
55	29	357	21	512	500	143.56	143.56	114.90	92.71	96.67
55	33	280	24	512	500	137.56	137.56	116.77	94.62	97.81
55	34	297	11	512	500	133.57	133.57	113.76	93.50	98.21
56	14	277	11	512	500	121.83	121.83	111.33	76.40	82.55
56	17	197	24	512	500	114.44	114.44	108.70	78.32	80.16
56	29	328	22	512	500	123.55	123.55	109.38	83.28	89.00
56	34	280	11	512	500	122.49	122.49	109.05	83.22	89.67
56	34	448	35	512	500	127.54	127.54	111.62	83.94	89.35
57	17	432	21	512	500	143.32	143.32	119.73	93.64	96.92
57	19	52	12	512	500	115.62	115.62	114.05	90.61	88.57
57	20	292	21	512	500	134.84	134.84	113.76	95.01	98.16
57	22	94	34	512	500	128.12	128.12	123.94	103.63	100.06
58	9	38	29	512	500	111.01	111.01	110.84	84.33	80.44
58	22	148	13	512	500	125.33	125.33	116.98	93.30	92.27
59	3	193	27	512	500	115.25	115.25	110.96	84.38	83.80
59	7	264	34	512	500	120.05	120.05	111.31	97.93	100.18
59	11	222	25	512	500	125.63	125.63	115.96	89.72	89.25
59	34	231	20	512	500	132.42	132.42	117.26	108.81	108.06
59	35	157	8	512	500	127.99	127.99	118.27	107.85	107.58
60	3	55	32	512	500	105.97	105.97	105.94	68.70	68.29
60	7	385	19	512	500	117.29	117.29	111.34	75.00	82.55
60	20	230	35	512	500	111.50	111.50	107.68	81.86	83.84
61	10	165	32	512	500	119.24	119.24	112.32	87.97	84.84
61	23	260	16	512	500	133.66	133.66	116.61	105.75	109.58
61	24	292	34	512	500	135.00	135.00	119.14	107.72	110.39
61	26	165	16	512	500	123.15	123.15	113.38	100.26	98.37
61	28	70	34	512	500	120.57	120.57	117.61	101.55	98.10
62	11	24	20	512	500	114.55	114.13	114.55	82.23	77.76
62	11	182	35	512	500	120.41	120.41	112.86	84.46	83.73
62	11	391	21	512	500	134.12	134.12	115.01	88.86	91.53
62	15	60	32	512	500	117.21	117.21	115.50	86.35	82.59
62	19	365	24	512	500	140.79	140.79	115.22	93.01	95.44
62	33	31	19	512	500	120.18	120.18	119.92	100.71	97.27
63	15	88	7	512	500	108.26	108.26	106.79	74.23	74.58
63	23	66	23	512	500	115.19	115.19	114.32	82.05	81.06
63	28	268	19	512	500	116.17	116.17	106.99	81.33	87.83
63	30	101	29	512	500	112.12	112.12	109.88	81.89	81.30
64	22	241	20	512	500	110.48	110.48	106.63	72.42	75.33
64	23	56	29	512	500	113.50	113.50	112.92	77.32	76.55
64	25	260	26	512	500	113.03	113.03	106.02	77.75	84.04
64	28	149	32	512	500	112.78	112.78	110.14	73.90	74.72
64	29	217	28	512	500	111.79	111.79	107.70	73.89	76.70
64	31	328	35	512	500	114.67	114.67	105.72	75.16	81.57
65	8	206	21	512	500	119.38	119.38	111.38	74.48	74.16
65	15	373	21	512	500	132.20	132.20	110.16	77.92	82.07
65	22	68	35	512	500	122.88	122.88	120.45	85.70	82.09
65	25	44	26	512	500	117.68	117.68	116.08	86.07	82.17
65	26	110	10	512	500	118.56	118.56	112.43	81.07	79.55
65	26	174	9	512	500	123.20	123.20	113.88	81.59	82.23
66	9	43	24	512	500	108.80	108.80	108.15	69.87	66.76
66	24	193	22	512	500	115.38	115.38	108.55	75.39	76.63
66	26	29	27	512	500	117.48	117.40	117.48	81.87	78.90
66	27	150	28	512	500	113.32	113.32	108.87	77.45	76.81
66	32	118	16	512	500	113.89	113.89	110.79	75.59	75.41
66	33	59	26	512	500	109.77	109.77	108.55	79.48	77.40
66	34	41	22	512	500	115.89	115.89	114.97	82.04	80.00
67	8	210	34	512	500	120.34	120.34	112.84	86.22	83.54
67	19	355	22	512	500	138.86	138.86	116.92	95.68	98.21
67	26	110	6	512	500	117.48	117.48	112.33	93.23	92.60
67	27	146	29	512	500	124.95	124.95	116.02	97.77	95.32
67	32	238	10	512	500	130.63	130.63	114.70	96.50	96.98
67	33	479	31	512	500	152.77	152.77	121.23	102.63	104.29
68	16	43	27	512	500	116.22	113.09	116.22	79.35	77.70
68	27	93	20	512	500	113.91	113.91	111.42	78.06	76.34
68	30	487	33	512	500	132.70	132.70	116.09	84.08	88.85
68	32	93	10	512	500	113.41	113.41	109.61	79.47	78.50
68	32	434	27	512	500	127.76	127.76	112.42	85.07	90.54
69	8	68	14	512	500	114.75	114.75	113.57	72.77	69.66
69	9	129	26	512	500	115.05	115.05	111.46	77.46	75.35
69	9	220	32	512	500	121.14	121.14	113.16	75.20	72.34
69	12	346	20	512	500	129.89	129.89	112.46	76.11	78.59
69	12	413	24	512	500	136.88	136.88	117.61	81.17	82.65
69	14	335	34	512	500	126.64	126.64	108.70	80.68	81.93
69	20	99	24	512	500	117.64	117.64	112.61	81.92	79.38
69	20	149	15	512	500	124.25	124.25	114.61	82.05	79.51
69	29	297	34	512	500	131.53	131.53	112.81	92.51	93.32
70	5	249	32	512	500	112.48	112.48	108.73	62.61	65.28
70	29	361	33	512	500	119.68	119.68	105.54	70.86	75.44
70	30	297	19	512	500	129.57	129.57	111.59	75.36	78.30
70	31	101	28	512	500	114.10	114.10	111.35	72.75	70.12
71	8	166	20	512	500	123.27	123.27	117.85	84.24	81.24
71	14	4	2	512	500	inf				
71	22	79	27	512	500	116.92	116.92	112.98	90.58	86.80
71	23	145	8	512	500	124.86	124.86	116.30	88.03	87.29
71	26	72	29	512	500	116.91	116.91	114.56	91.12	87.85
72	10	239	17	512	500	110.51	110.51	107.06	65.07	67.02
72	14	358	33	512	500	115.74	115.74	107.46	67.33	73.17
72	22	178	15	512	500	113.26	113.26	108.82	70.42	72.35
73	17	234	26	512	500	124.55	124.55	112.59	80.42	78.09
73	24	269	23	512	500	133.52	133.52	115.70	95.96	98.46
73	29	204	9	512	500	127.24	127.24	115.07	90.68	91.01
73	31	173	29	512	500	138.91	138.91	126.20	106.77	104.88
73	32	294	33	512	500	137.01	137.01	117.95	103.33	103.69
73	32	512	22	512	500	inf				
74	6	331	33	512	500	122.02	122.02	111.26	72.40	74.55
74	11	131	25	512	500	114.76	114.76	109.96	73.53	70.84
74	15	312	20	512	500	132.53	132.53	113.60	78.14	80.70
74	21	196	28	512	500	124.15	124.15	112.74	84.14	80.89
74	25	53	21	512	500	117.47	117.47	114.92	82.80	78.98
74	31	203	17	512	500	124.91	124.91	112.05	87.30	86.34
74	33	71	30	512	500	119.29	119.29	116.33	86.48	82.18
75	11	248	20	512	500	109.07	109.07	105.48	64.17	65.91
75	21	396	34	512	500	121.39	121.39	110.29	71.86	77.33
75	25	249	19	512	500	114.48	114.48	108.16	69.44	71.31
75	29	322	24	512	500	119.69	119.69	108.98	70.88	76.60
75	30	188	9	512	500	113.02	113.02	107.99	69.89	71.88
75	32	186	22	512	500	112.02	112.02	106.87	70.68	71.79
76	8	136	27	512	500	108.34	108.34	105.73	63.72	62.61
76	16	17	5	512	500	107.11	106.54	107.11	67.13	64.84
76	19	164	33	512	500	113.98	113.98	109.41	70.14	69.25
76	28	164	27	512	500	115.02	115.02	107.83	73.86	72.46
77	5	22	13	512	500	107.68	106.21	107.68	60.90	57.16
77	6	315	32	512	500	116.91	116.91	107.60	65.70	67.88
77	13	130	31	512	500	121.75	121.75	114.86	68.45	65.12
77	15	155	26	512	500	117.22	117.22	110.28	68.32	64.00
77	20	488	28	512	500	146.82	146.82	118.49	76.52	78.34
77	22	508	28	512	500	151.32	151.32	118.66	79.02	79.60
77	23	185	30	512	500	125.28	125.28	114.44	71.27	69.22
77	25	232	29	512	500	138.12	138.12	124.34	82.21	79.96
77	26	122	7	512	500	115.66	115.66	109.38	66.59	65.32
77	32	256	33	512	500	126.36	126.36	111.11	73.80	70.51
78	27	328	17	512	500	128.38	128.38	113.24	76.00	81.31
78	29	259	11	512	500	123.63	123.63	109.59	70.76	76.47
78	30	452	28	512	500	130.59	130.59	115.49	76.24	80.31
78	31	169	15	512	500	116.69	116.69	111.44	69.99	69.23
79	12	401	24	512	500	132.15	132.15	114.11	84.21	84.84
79	14	284	14	512	500	127.07	127.07	112.45	85.46	88.47
79	16	224	27	512	500	122.90	122.90	111.47	79.84	77.54
79	35	465	23	512	500	144.37	144.37	113.93	96.27	98.40
80	13	105	23	512	500	103.23	103.23	101.94	60.36	60.87
81	6	138	31	512	500	106.18	106.18	104.94	62.34	62.81
81	24	51	17	512	500	106.16	106.16	105.40	67.47	65.77
81	24	150	11	512	500	109.04	109.04	106.24	66.37	67.54
82	23	428	32	512	500	138.54	138.54	110.32	80.48	82.14
82	32	33	20	512	500	122.15	122.15	121.56	85.24	79.75
82	34	153	9	512	500	128.14	128.14	119.08	80.89	83.16
83	8	70	16	512	500	110.41	110.41	109.61	69.54	65.42
83	12	484	35	512	500	140.31	140.31	116.60	78.67	80.30
83	18	299	13	512	500	130.23	130.23	114.12	88.15	90.31
83	19	356	21	512	500	137.58	137.58	115.52	86.92	88.94
83	22	340	30	512	500	141.31	141.31	116.16	89.59	90.19
84	12	191	35	512	500	108.35	108.35	104.87	60.33	61.47
84	15	243	24	512	500	108.11	108.11	103.96	60.58	61.84
84	18	51	23	512	500	103.78	103.78	103.63	61.29	59.27
84	21	369	30	512	500	117.17	117.17	107.47	64.47	69.36
84	26	307	19	512	500	116.31	116.31	107.33	66.64	72.55
84	31	218	20	512	500	111.97	111.97	106.60	63.53	65.36
84	35	468	32	512	500	115.13	115.13	104.72	64.49	70.35
85	13	297	33	512	500	124.68	124.68	108.58	69.59	70.26
85	13	456	34	512	500	147.80	147.80	119.82	73.71	73.33
85	14	440	22	512	500	141.54	141.54	115.06	72.38	73.55
85	15	483	26	512	500	140.22	140.22	112.52	70.81	70.69
85	23	450	18	512	500	144.48	144.48	116.88	75.58	78.11
85	29	231	18	512	500	128.11	128.11	113.15	72.24	70.29
85	31	396	18	512	500	144.84	144.84	114.41	75.46	77.63
86	17	509	29	512	500	150.26	150.26	119.16	75.20	75.16
86	19	325	29	512	500	129.74	129.74	110.74	79.12	78.81
86	23	484	29	512	500	152.32	152.32	117.73	82.08	82.18
86	29	407	28	512	500	139.16	139.16	112.92	82.26	82.32
87	9	287	35	512	500	120.55	120.55	109.35	68.22	69.32
87	17	481	23	512	500	143.20	143.20	116.99	73.12	74.91
87	24	38	8	512	500	114.06	114.06	113.96	69.92	66.68
87	35	481	23	512	500	inf				
88	8	23	5	512	500	104.86	104.17	104.86	55.35	52.77
88	8	309	32	512	500	114.86	114.86	106.50	56.68	61.22
88	19	494	20	512	500	126.82	126.82	111.47	65.07	69.38
88	31	316	24	512	500	122.96	122.96	107.94	62.96	67.12
89	25	61	34	512	500	115.25	115.25	113.83	81.12	75.37
89	27	145	9	512	500	120.22	120.22	112.57	79.40	77.72
89	29	277	30	512	500	138.32	138.32	115.32	101.33	102.40
89	29	294	22	512	500	135.58	135.58	115.93	101.79	102.05
89	31	277	15	512	500	135.15	135.15	117.41	103.43	104.93
89	35	366	28	512	500	139.91	139.91	115.68	95.17	94.82
90	11	97	7	512	500	106.93	106.93	106.10	57.97	57.61
90	27	202	15	512	500	113.70	113.70	108.65	62.17	63.41
90	28	92	25	512	500	107.31	107.31	107.16	63.79	62.23
90	28	191	10	512	500	106.97	106.97	102.01	61.99	63.50
90	30	365	24	512	500	118.11	118.11	104.52	62.55	67.94
91	4	125	30	512	500	113.26	113.26	111.66	56.88	50.09
91	9	338	25	512	500	121.91	121.91	108.51	61.06	62.03
91	10	94	29	512	500	111.90	111.90	109.74	59.59	54.30
91	14	107	28	512	500	110.61	110.61	106.87	61.34	56.36
91	17	32	14	512	500	108.40	107.62	108.40	62.17	57.45
91	23	122	21	512	500	117.35	117.35	111.09	64.04	60.04
91	29	332	33	512	500	130.64	130.64	107.52	68.84	68.99
91	32	376	22	512	500	139.42	139.42	115.43	72.06	72.86
92	8	204	12	512	500	110.72	110.72	106.65	53.88	55.28
92	11	13	9	512	500	106.87	105.84	106.87	54.72	51.83
92	17	186	13	512	500	114.18	114.18	108.80	58.08	59.06
92	22	180	11	512	500	122.69	122.69	116.23	70.56	71.98
