4	2	512	500	755.32	755.14	755.32
4	4	512	500	747.57	747.43	747.57
5	2	512	500	617.44	617.23	617.44
6	4	512	500	541.95	541.67	541.95
6	6	512	500	557.03	556.76	557.03
7	5	512	500	490.61	490.31	490.61
8	2	512	500	373.09	372.87	373.09
9	6	512	500	396.67	396.31	396.67
9	8	512	500	410.72	410.37	410.72
10	10	512	500	374.50	374.14	374.50
11	2	512	500	304.48	304.04	304.48
12	1	512	500	253.25	252.98	253.25
12	3	512	500	274.17	273.90	274.17
12	9	512	500	311.04	310.82	311.04
13	1	512	500	266.43	265.89	266.43
13	5	512	500	290.10	289.60	290.10
13	6	512	500	295.15	294.68	295.15
13	7	512	500	299.04	298.55	299.04
13	13	512	500	316.36	315.90	316.36
14	4	512	500	262.14	261.67	262.14
14	5	512	500	266.41	265.92	266.41
15	2	512	500	229.71	229.18	229.71
15	4	512	500	245.04	244.51	245.04
16	4	512	500	227.61	227.27	227.61
16	5	512	500	224.15	223.80	224.15
16	10	512	500	236.19	235.90	236.19
16	16	512	500	235.95	235.66	235.95
17	11	512	500	240.18	239.63	240.18
17	14	512	500	243.53	242.95	243.53
18	17	512	500	216.49	216.16	216.49
19	3	512	500	200.59	200.13	200.59
19	4	512	500	204.18	203.46	204.18
19	6	512	500	215.04	214.37	215.04
19	10	512	500	221.29	220.92	221.29
19	17	512	500	222.96	222.32	222.96
20	2	512	500	173.87	173.43	173.87
20	3	512	500	181.43	180.90	181.43
20	11	512	500	196.09	195.67	196.09
20	15	512	500	196.26	195.88	196.26
20	16	512	500	196.97	196.64	196.97
20	17	512	500	197.84	197.51	197.84
20	18	512	500	195.70	195.33	195.70
20	20	512	500	212.98	212.60	212.98
21	3	512	500	187.13	186.38	187.13
21	4	512	500	184.35	183.68	184.35
22	16	512	500	188.84	188.18	188.84
22	20	512	500	200.48	199.78	200.48
22	22	512	500	209.72	209.00	209.72
23	1	512	500	167.66	166.83	167.66
23	9	512	500	191.49	191.49	188.13
23	12	512	500	190.64	189.88	190.64
23	14	512	500	192.70	191.98	192.70
23	15	512	500	199.39	198.65	199.39
23	21	512	500	207.28	206.51	207.28
24	1	512	500	140.76	140.33	140.76
24	4	512	500	156.24	155.73	156.24
24	11	512	500	168.52	168.36	168.52
24	22	512	500	180.39	179.96	180.39
25	6	512	500	163.99	163.26	163.99
25	17	512	500	165.17	164.34	165.17
26	2	512	500	152.93	152.06	152.93
26	3	512	500	154.98	154.10	154.98
26	4	512	500	158.25	157.40	158.25
26	15	512	500	167.80	167.02	167.80
26	20	512	500	179.34	178.53	179.34
26	22	512	500	181.07	180.24	181.07
27	19	512	500	170.01	169.64	170.01
27	23	512	500	169.70	169.35	169.70
27	26	512	500	169.27	168.96	169.27
28	5	512	500	144.59	144.06	144.59
28	6	512	500	144.57	144.04	144.57
28	16	512	500	146.07	145.59	146.07
28	18	512	500	147.85	147.36	147.85
28	22	512	500	158.51	158.03	158.51
28	23	512	500	159.04	158.62	159.04
28	24	512	500	161.41	160.92	161.41
28	28	512	500	167.30	166.84	167.30
29	7	512	500	157.23	156.30	157.23
29	8	512	500	157.19	156.20	157.19
29	9	512	500	156.96	155.99	156.96
29	10	512	500	159.05	158.09	159.05
29	11	512	500	166.87	165.87	166.87
29	13	512	500	162.92	161.99	162.92
29	15	512	500	161.98	161.07	161.98
29	18	512	500	164.17	163.18	164.17
29	23	512	500	178.22	177.28	178.22
30	6	512	500	138.41	137.90	138.41
30	9	512	500	139.12	138.56	139.12
30	18	512	500	141.23	140.73	141.23
30	19	512	500	149.84	149.78	149.84
30	23	512	500	151.67	151.21	151.67
