4	2	406	15	512	500	723.33	723.33	712.08
4	4	25	12	512	500	733.12	733.12	732.59
4	4	136	12	512	500	734.58	734.58	730.92
6	4	341	22	512	500	530.34	530.34	520.14
6	6	214	24	512	500	546.80	546.80	540.15
7	5	161	9	512	500	471.20	471.20	466.17
8	2	216	14	512	500	360.99	360.99	358.02
9	6	307	32	512	500	394.75	394.75	385.64
10	10	147	17	512	500	355.07	355.07	349.12
11	2	72	18	512	500	290.19	290.19	288.85
12	3	96	4	512	500	264.09	264.09	263.08
12	9	459	25	512	500	301.04	301.04	291.43
13	5	355	26	512	500	288.00	288.00	277.26
13	6	418	32	512	500	294.21	294.21	280.82
13	7	214	22	512	500	286.53	286.53	280.58
13	7	465	34	512	500	306.78	306.78	290.32
13	13	178	10	512	500	299.53	299.53	291.35
14	4	379	15	512	500	254.61	254.61	243.19
14	5	67	14	512	500	250.89	250.62	250.89
14	5	221	29	512	500	255.81	255.81	249.81
15	2	331	31	512	500	226.01	226.01	217.51
15	4	137	9	512	500	232.20	232.20	228.42
16	10	273	28	512	500	226.87	226.87	218.06
16	16	30	21	512	500	216.34	216.31	216.34
17	11	470	17	512	500	245.35	245.35	224.64
17	14	439	21	512	500	253.34	253.34	232.93
18	17	75	34	512	500	201.93	201.93	200.50
19	3	119	18	512	500	190.18	190.18	188.07
19	4	228	24	512	500	195.66	195.66	189.14
19	4	327	33	512	500	209.81	209.81	200.67
19	6	85	17	512	500	199.52	199.52	197.83
19	10	456	34	512	500	231.22	231.22	213.72
19	17	111	22	512	500	212.82	212.82	207.86
20	2	42	8	512	500	157.24	157.14	157.24
20	2	76	14	512	500	158.60	158.60	158.22
20	3	72	25	512	500	164.03	163.85	164.03
20	11	337	20	512	500	186.87	186.87	177.71
20	15	247	35	512	500	183.91	183.91	177.84
20	16	481	35	512	500	203.80	203.80	189.57
20	17	282	16	512	500	188.34	188.34	179.33
20	18	470	20	512	500	195.63	195.63	183.85
20	20	218	16	512	500	198.58	198.58	192.71
21	3	438	28	512	500	189.56	189.56	177.82
21	4	8	4	512	500	166.98	165.90	166.98
22	16	403	17	512	500	191.22	191.22	171.25
22	20	46	11	512	500	186.36	186.36	185.14
22	22	419	23	512	500	209.90	209.90	188.39
23	1	201	32	512	500	155.75	155.75	152.16
23	9	352	16	512	500	187.81	187.81	175.00
23	12	45	8	512	500	173.07	173.07	172.07
23	14	397	17	512	500	196.29	196.29	177.41
23	15	325	35	512	500	194.06	194.06	179.48
23	21	336	12	512	500	213.38	213.38	194.94
