02	05	02	21	16	2048	2048	1024	3.360000
02	11	07	12	16	2048	2048	1024	2.110000
02	11	20	22	16	2048	2048	1024	2.940000
02	13	19	16	16	2048	2048	1024	2.110000
02	17	32	16	16	2048	2048	1024	1.930000
02	18	31	17	16	2048	2048	1024	1.860000
02	19	24	14	16	2048	2048	1024	1.830000
02	19	28	38	16	2048	2048	1024	1.780000
02	20	08	04	16	2048	2048	1024	1.580000
02	20	09	04	16	2048	2048	1024	1.610000
02	21	29	02	16	2048	2048	1024	1.790000
02	22	20	24	16	2048	2048	1024	1.680000
02	22	34	32	16	2048	2048	1024	1.740000
02	23	14	09	16	2048	2048	1024	1.570000
02	24	03	23	16	2048	2048	1024	1.440000
02	26	22	28	16	2048	2048	1024	1.580000
02	26	24	29	16	2048	2048	1024	1.600000
02	26	27	40	16	2048	2048	1024	1.670000
02	27	16	33	16	2048	2048	1024	1.510000
02	30	28	16	16	2048	2048	1024	1.540000
02	32	08	07	16	2048	2048	1024	1.340000
03	03	04	38	16	2048	2048	1024	3.750000
03	03	08	19	16	2048	2048	1024	4.100000
03	04	05	31	16	2048	2048	1024	3.170000
03	09	18	40	16	2048	2048	1024	2.100000
03	09	26	01	16	2048	2048	1024	2.150000
03	10	13	13	16	2048	2048	1024	1.910000
03	10	25	05	16	2048	2048	1024	1.990000
03	11	14	18	16	2048	2048	1024	1.830000
03	11	29	34	16	2048	2048	1024	1.940000
03	13	32	04	16	2048	2048	1024	1.850000
03	16	28	37	16	2048	2048	1024	1.730000
03	19	24	15	16	2048	2048	1024	1.550000
03	22	29	32	16	2048	2048	1024	1.530000
03	24	29	31	16	2048	2048	1024	1.520000
03	25	22	20	16	2048	2048	1024	1.410000
03	25	31	26	16	2048	2048	1024	1.510000
03	27	12	26	16	2048	2048	1024	1.280000
03	27	23	31	16	2048	2048	1024	1.400000
03	28	16	33	16	2048	2048	1024	1.320000
03	29	11	26	16	2048	2048	1024	1.280000
03	30	30	33	16	2048	2048	1024	1.460000
03	31	32	07	16	2048	2048	1024	1.460000
04	02	08	28	16	2048	2048	1024	4.100000
04	05	08	04	16	2048	2048	1024	2.270000
04	07	14	14	16	2048	2048	1024	2.050000
04	07	24	04	16	2048	2048	1024	2.110000
04	09	19	35	16	2048	2048	1024	1.790000
04	14	07	23	16	2048	2048	1024	1.370000
04	16	15	09	16	2048	2048	1024	1.460000
04	20	06	23	16	2048	2048	1024	1.220000
04	21	14	15	16	2048	2048	1024	1.300000
04	21	27	08	16	2048	2048	1024	1.460000
04	23	31	32	16	2048	2048	1024	1.450000
04	29	13	13	16	2048	2048	1024	1.230000
04	29	27	20	16	2048	2048	1024	1.420000
04	30	13	27	16	2048	2048	1024	1.220000
04	32	16	19	16	2048	2048	1024	1.250000
04	32	20	29	16	2048	2048	1024	1.300000
