2	5	7	22	32	2048	2048	1024	17.45
2	8	10	9	32	2048	2048	1024	29.72
2	8	12	20	16	2048	2048	1024	8.80
2	11	5	19	8	2048	2048	1024	4.35
2	15	29	36	24	2048	2048	1024	22.30
2	18	24	27	8	2048	2048	1024	9.28
2	19	5	8	24	2048	2048	1024	5.44
2	20	23	38	28	2048	2048	1024	31.20
2	21	6	14	32	2048	2048	1024	6.76
2	23	12	31	20	2048	2048	1024	8.87
2	26	35	10	4	2048	2048	1024	6.59
2	26	35	40	32	2048	2048	1024	29.31
2	27	30	35	32	2048	2048	1024	32.98
2	28	17	18	12	2048	2048	1024	5.91
2	28	22	11	16	2048	2048	1024	8.15
2	28	31	3	16	2048	2048	1024	22.09
2	30	4	8	32	2048	2048	1024	7.80
2	30	8	24	20	2048	2048	1024	4.43
3	4	4	38	32	2048	2048	1024	24.30
3	11	7	39	8	2048	2048	1024	8.47
3	14	31	13	28	2048	2048	1024	28.82
3	14	34	21	32	2048	2048	1024	35.10
3	15	4	37	20	2048	2048	1024	5.18
3	21	23	27	24	2048	2048	1024	13.04
3	22	4	1	24	2048	2048	1024	6.47
3	22	6	39	28	2048	2048	1024	5.57
3	23	35	26	12	2048	2048	1024	6.07
3	26	13	8	24	2048	2048	1024	4.93
3	28	30	3	28	2048	2048	1024	11.92
3	29	4	13	4	2048	2048	1024	2.38
3	30	6	7	12	2048	2048	1024	3.82
3	30	9	25	12	2048	2048	1024	4.10
3	30	21	34	20	2048	2048	1024	11.80
3	31	15	1	8	2048	2048	1024	2.65
4	4	7	19	24	2048	2048	1024	27.65
4	4	9	14	16	2048	2048	1024	8.01
4	6	18	19	8	2048	2048	1024	13.52
4	7	5	20	16	2048	2048	1024	4.84
4	9	22	39	20	2048	2048	1024	25.23
4	12	12	30	12	2048	2048	1024	9.33
4	12	24	40	32	2048	2048	1024	39.01
4	13	6	21	20	2048	2048	1024	4.43
4	15	3	10	32	2048	2048	1024	8.99
4	15	26	37	8	2048	2048	1024	17.61
4	18	14	17	20	2048	2048	1024	7.15
4	20	33	13	24	2048	2048	1024	24.59
4	21	9	12	4	2048	2048	1024	2.02
4	22	31	19	20	2048	2048	1024	21.44
4	24	7	16	8	2048	2048	1024	2.66
4	24	18	4	24	2048	2048	1024	9.01
4	29	12	1	12	2048	2048	1024	2.80
4	30	28	28	8	2048	2048	1024	4.25
4	32	24	25	4	2048	2048	1024	3.17
5	10	15	37	24	2048	2048	1024	11.28
5	10	29	21	4	2048	2048	1024	6.67
5	11	14	2	28	2048	2048	1024	7.64
5	13	18	30	32	2048	2048	1024	13.84
5	13	29	27	20	2048	2048	1024	19.97
5	14	31	28	20	2048	2048	1024	8.74
5	15	26	32	24	2048	2048	1024	9.26
5	16	16	20	12	2048	2048	1024	8.19
5	19	34	15	8	2048	2048	1024	6.87
5	22	21	28	12	2048	2048	1024	3.45
5	22	25	25	28	2048	2048	1024	8.92
5	22	32	36	24	2048	2048	1024	8.71
5	28	22	19	24	2048	2048	1024	9.24
5	30	15	21	20	2048	2048	1024	5.62
5	30	33	35	4	2048	2048	1024	3.93
5	31	28	33	20	2048	2048	1024	7.29
6	4	6	35	28	2048	2048	1024	15.99
6	7	33	29	4	2048	2048	1024	6.58
6	7	34	8	8	2048	2048	1024	9.73
6	12	32	3	4	2048	2048	1024	4.47
6	14	14	31	32	2048	2048	1024	10.74
6	14	28	38	28	2048	2048	1024	33.20
6	15	11	40	12	2048	2048	1024	3.13
6	16	17	34	28	2048	2048	1024	11.61
6	16	23	33	4	2048	2048	1024	1.91
6	16	25	10	20	2048	2048	1024	7.93
6	18	23	15	4	2048	2048	1024	3.05
