0512	500	0004	02	0406	15	746.420000	746.42	734.16	720.38	728.04
0512	500	0004	04	0025	12	754.920000	754.92	754.20	740.40	740.58
0512	500	0004	04	0136	12	759.220000	759.22	754.86	742.54	744.79
0512	500	0006	04	0341	22	547.600000	547.60	536.85	524.19	531.26
0512	500	0006	06	0214	24	564.980000	564.98	557.12	544.30	547.74
0512	500	0007	05	0161	09	492.910000	492.91	487.46	474.42	476.71
0512	500	0008	02	0216	14	381.160000	381.16	377.34	364.22	367.89
0512	500	0009	06	0307	32	410.510000	410.51	400.17	388.35	395.04
0512	500	0010	10	0147	17	372.860000	372.86	367.99	355.47	357.51
0512	500	0011	02	0072	18	308.670000	308.67	306.86	294.02	294.47
0512	500	0012	03	0096	04	279.030000	279.03	277.68	264.99	266.31
0512	500	0012	09	0459	25	315.420000	315.42	305.28	292.91	300.15
0512	500	0013	05	0355	26	307.660000	307.66	295.45	284.56	291.02
0512	500	0013	06	0418	32	308.350000	308.35	293.86	281.85	288.71
0512	500	0013	07	0214	22	307.090000	307.09	299.03	287.54	290.19
0512	500	0013	07	0465	34	320.680000	320.68	303.55	291.38	297.92
0512	500	0013	13	0178	10	316.960000	316.96	308.01	295.90	299.06
0512	500	0014	04	0379	15	274.380000	274.38	261.48	249.78	255.18
0512	500	0014	05	0067	14	267.110000	267.11	265.17	252.09	252.32
0512	500	0014	05	0221	29	275.730000	275.73	267.99	255.01	257.66
0512	500	0015	02	0331	31	244.180000	244.18	233.19	221.84	225.54
0512	500	0015	04	0137	09	250.880000	250.88	249.73	237.08	239.13
0512	500	0016	10	0273	28	243.630000	243.63	234.40	223.27	230.24
0512	500	0016	16	0030	21	241.260000	241.26	240.57	227.84	227.45
0512	500	0017	11	0470	17	268.570000	268.57	247.60	234.22	241.06
0512	500	0017	14	0439	21	267.840000	267.84	246.51	234.17	240.61
0512	500	0018	17	0075	34	222.380000	222.38	220.61	208.95	209.26
0512	500	0019	03	0119	18	207.280000	207.28	204.26	192.47	193.12
0512	500	0019	04	0228	24	215.710000	215.71	208.24	195.40	197.77
0512	500	0019	04	0327	33	219.930000	219.93	209.43	199.75	205.58
0512	500	0019	06	0085	17	229.060000	229.06	226.33	213.69	213.51
0512	500	0019	10	0456	34	242.980000	242.98	222.57	210.38	216.28
0512	500	0019	17	0111	22	230.310000	230.31	224.81	213.31	213.34
0512	500	0020	02	0042	08	175.020000	175.02	174.67	162.23	162.17
0512	500	0020	02	0076	14	177.030000	177.03	176.10	163.23	163.58
0512	500	0020	03	0072	25	184.100000	184.10	183.35	170.33	170.53
0512	500	0020	11	0337	20	205.250000	205.25	195.44	183.64	190.64
0512	500	0020	15	0247	35	206.230000	206.23	199.68	186.97	189.90
0512	500	0020	16	0481	35	213.850000	213.85	200.84	188.60	195.74
0512	500	0020	17	0282	16	206.430000	206.43	195.83	184.49	191.76
0512	500	0020	18	0470	20	209.700000	209.70	197.09	183.86	190.60
0512	500	0020	20	0218	16	217.360000	217.36	210.66	198.50	201.82
0512	500	0021	03	0438	28	208.420000	208.42	194.83	182.90	189.08
0512	500	0021	04	0008	04	186.980000	186.55	186.98	172.66	172.14
0512	500	0022	16	0403	17	209.930000	209.93	189.47	177.51	184.05
0512	500	0022	20	0046	11	205.920000	205.92	203.61	190.85	190.34
0512	500	0022	22	0419	23	234.390000	234.39	209.61	198.27	204.30
0512	500	0023	01	0201	32	172.250000	172.25	166.67	157.12	159.26
0512	500	0023	09	0352	16	204.900000	204.90	189.06	179.25	185.28
0512	500	0023	12	0045	08	192.080000	192.08	190.53	178.51	178.12
0512	500	0023	14	0397	17	214.280000	214.28	194.45	184.04	190.14
0512	500	0023	15	0325	35	208.510000	208.51	193.49	184.96	190.95
0512	500	0023	21	0336	12	227.770000	227.77	208.71	199.87	206.42
0512	500	0024	01	0104	22	142.720000	142.72	141.14	129.48	130.48
0512	500	0024	04	0394	20	164.570000	164.57	156.84	145.39	152.21
0512	500	0024	11	0384	27	179.360000	179.36	168.89	156.39	162.92
0512	500	0024	22	0069	06	183.270000	183.27	181.60	168.29	168.59
0512	500	0025	06	0075	35	167.420000	167.42	165.40	152.06	151.58
0512	500	0026	02	0214	28	161.470000	161.47	155.75	145.49	147.36
0512	500	0026	03	0093	09	159.790000	159.79	157.28	143.62	143.92
0512	500	0026	04	0177	11	165.990000	165.99	160.89	148.51	151.03
0512	500	0026	15	0189	32	176.780000	176.78	166.99	157.89	158.95
0512	500	0026	20	0087	11	183.360000	183.36	179.31	167.32	167.64
0512	500	0026	20	0441	23	209.500000	209.50	186.17	173.94	179.84
0512	500	0026	22	0279	26	202.540000	202.54	187.40	177.95	183.98
0512	500	0027	19	0487	20	183.060000	183.06	174.25	161.11	168.21
0512	500	0027	26	0054	08	173.820000	173.82	172.93	159.02	159.53
0512	500	0028	05	0189	28	149.560000	149.56	145.74	134.03	136.50
0512	500	0028	06	0257	20	153.320000	153.32	145.66	135.35	141.84
0512	500	0028	16	0358	20	159.430000	159.43	147.98	135.77	142.39
0512	500	0028	18	0476	19	166.730000	166.73	153.96	140.75	147.40
0512	500	0028	22	0403	15	178.120000	178.12	164.90	151.89	158.92
0512	500	0028	24	0306	26	172.470000	172.47	159.67	148.48	155.15
0512	500	0028	28	0088	29	164.650000	164.65	161.68	150.40	150.49
0512	500	0029	07	0168	15	163.710000	163.71	158.00	146.08	146.88
0512	500	0029	08	0028	27	159.730000	159.73	159.48	147.83	146.41
0512	500	0029	08	0112	26	164.620000	164.62	160.52	149.70	148.44
0512	500	0029	09	0445	28	182.360000	182.36	164.11	153.42	159.21
0512	500	0029	10	0282	15	172.630000	172.63	159.91	151.99	158.28
0512	500	0029	11	0157	27	179.350000	179.35	172.31	160.29	160.72
0512	500	0029	13	0058	12	165.440000	165.44	162.92	152.59	151.69
0512	500	0029	15	0084	07	165.640000	165.64	161.82	149.68	149.75
0512	500	0029	18	0175	22	173.200000	173.20	164.84	156.13	157.68
0512	500	0029	23	0207	12	189.380000	189.38	178.44	166.92	169.30
0512	500	0030	06	0090	14	138.530000	138.53	137.13	126.06	126.33
0512	500	0030	09	0104	15	143.520000	143.52	141.47	128.37	129.49
0512	500	0030	18	0035	06	148.760000	148.76	148.35	136.75	136.37
0512	500	0030	19	0173	23	156.240000	156.24	150.59	138.76	141.53
0512	500	0030	23	0498	20	166.770000	166.77	152.40	138.93	145.64
0512	500	0030	27	0337	29	165.920000	165.92	152.69	140.91	147.59
0512	500	0030	30	0093	13	156.210000	156.21	153.72	141.85	142.27
0512	500	0030	30	0329	18	168.700000	168.70	155.34	143.02	149.95
0512	500	0031	03	0136	32	146.480000	146.48	142.93	133.09	132.91
0512	500	0031	04	0203	22	149.660000	149.66	143.58	133.89	135.43
0512	500	0031	07	0290	26	161.670000	161.67	151.67	144.90	150.17
0512	500	0031	08	0262	22	163.300000	163.30	152.25	145.75	151.14
0512	500	0031	19	0077	21	170.810000	170.81	166.55	156.27	155.47
0512	500	0031	19	0334	28	184.240000	184.24	166.91	159.82	164.83
0512	500	0031	23	0024	18	169.800000	169.80	168.85	157.01	155.75
0512	500	0031	23	0084	34	173.860000	173.86	169.79	158.25	157.46
0512	500	0031	28	0199	18	184.200000	184.20	173.02	163.30	164.91
0512	500	0032	06	0157	09	133.020000	133.02	130.37	116.92	118.30
0512	500	0032	13	0024	20	136.300000	136.30	136.12	122.75	121.67
0512	500	0032	14	0194	14	136.840000	136.84	130.99	119.08	121.87
0512	500	0032	18	0100	20	140.390000	140.39	136.90	125.15	124.98
0512	500	0032	22	0481	34	160.980000	160.98	147.13	135.07	141.38
0512	500	0032	22	0484	30	156.290000	156.29	142.99	130.27	136.88
0512	500	0032	25	0167	15	146.940000	146.94	142.29	129.55	130.70
0512	500	0032	26	0274	23	154.440000	154.44	142.05	131.46	138.15
0512	500	0032	29	0021	12	147.560000	147.56	147.25	134.96	134.09
0512	500	0032	32	0092	05	145.500000	145.50	143.02	129.81	130.41
0512	500	0033	05	0290	14	143.000000	143.00	132.53	123.03	128.30
0512	500	0033	06	0211	21	140.650000	140.65	134.05	122.83	124.07
0512	500	0033	09	0071	26	138.770000	138.77	136.48	125.80	123.94
